The below shall be read as a csv file format. The row below are the column headers.
Hotel Code,Name,Hotel Name,ExpMode,Country,HUB Area,Country.1,BRAND,Segment,Estimated_Hotel_Area sqm,Nb of keys,2022 Grid Electric Power kWh,2022 Location Based - GHG Emissions in Tons CO2eq Scope 1,2022 Location Based - GHG Emissions in Tons CO2eq Scope 2,Total Energy 2019 kWh,Total Energy 2020 kWh,Total Energy 2021 kWh,Total Energy 2022 kWh,Available Rooms 2019,Available Rooms 2020,Available Rooms 2021,Available Rooms 2022,Sold Room 2019,Sold Room 2020,Sold Room 2021,Sold Room 2022,Nb Guests 2019,Nb Guests 2020,Nb Guests 2021,Nb guests 2022,Water kL 2019,Water kL 2020,Water kL 2021,Water kL 2022,Water stress level 2030 Category
H0542,H0542 - MARSEILLE VIEUX PORT,H0542 - SOFITEL MARSEILLE VIEUX PORT,Managed with minority,France,SOUTH EUROPE,France,SOFITEL,LUX,14740.0,134,3969568.8000000003,144.31047661940204,203.99435432604002,2954175.6,2313577.56,3204270.324,4760050.82,48910.0,49044.0,48910.0,48910.0,35050.0,16234.0,26739.0,34409.0,55260.0,26509.0,42641.0,52848.0,17335.8,4191.692042289765,13313.1024,15976.079999999998,Medium-high (20-40%)
H0553,H0553 - LYON BELLECOUR,H0553 - SOFITEL LYON BELLECOUR,Managed with minority,France,SOUTH EUROPE,France,SOFITEL,LUX,18040.0,164,2638079.03,399.87507903750003,135.5696942161365,4943615.41,3042839.33,3957532.37,4828454.029999999,59860.0,60024.0,59860.0,59860.0,41583.0,10471.0,18940.0,33069.0,63706.0,15423.0,29797.0,50629.0,16591.054607140584,2703.6594415927148,8380.510905154382,15807.6,Low (<10%)
H0557,H0557 - QUIBERON,H0557 - SOFITEL QUIBERON,Managed with minority,France,SOUTH EUROPE,France,SOFITEL,LUX,21890.0,199,1210445.7699999998,628.269630544,62.204263419703494,2450382.0,1705997.56,1584229.2399999998,4651885.77,43596.0,46116.0,45990.0,63875.0,29937.0,15830.0,13954.0,29165.0,54045.0,29690.0,25051.0,53337.0,10364.0,4087.377419579092,6174.3214979157465,11041.09090909091,Medium-high (20-40%)
H0568,H0568 - STRASBOURG GRANDE ILE,H0568 - SOFITEL STRASBOURG GRANDE ILE,Managed with minority,France,SOUTH EUROPE,France,SOFITEL,LUX,16500.0,150,1463509.0,181.22339677340102,75.20906893095,3031544.0,1922699.0,2282992.4,2456187.01,54750.0,54900.0,54750.0,54750.0,36902.0,8309.0,16640.0,30059.0,60482.0,12404.0,28154.0,51449.0,12838.1,2145.421287383618,7362.81422712613,11056.659999999998,Low-medium (10-20%)
H0587,H0587 - GOLFE D'AJACCIO,H0587 - SOFITEL GOLFE D'AJACCIO,Managed with minority,France,SOUTH EUROPE,France,SOFITEL,LUX,10780.0,98,945929.9800000001,196.67501733791505,48.610916003709,1905941.0499999998,1353567.79,1540075.8712,1731672.2008000002,33908.0,32732.0,35770.0,29792.0,20846.0,8687.0,13572.0,14245.0,36736.0,15628.0,23311.0,24797.0,10641.853333333334,2243.0225927911292,6005.29535399975,5751.495349688238,Medium-high (20-40%)
H0663,H0663 - PARIS SCRIBE,H0663 - SOFITEL PARIS SCRIBE,Managed,France,SOUTH EUROPE,France,SOFITEL,LUX,22110.0,201,2656253.0,18.389545410746003,376.6192112261,3801987.8,2868720.0,3350171.5999999996,4162833.46,77745.0,77586.0,75177.0,73365.0,42464.0,10415.0,19180.0,49876.0,73338.0,16967.0,32190.0,85045.0,16942.56169198032,2689.1999889397503,8486.705341122548,19132.0,High (40-80%)
H1295,H1295 - PARIS LE FAUBOURG,H1295 - SOFITEL PARIS LE FAUBOURG,Managed,France,SOUTH EUROPE,France,SOFITEL,LUX,16280.0,148,1220114.0,6.770457725200364,577.250293567493,4358403.640000001,3860322.2753694877,3823885.57,4178079.0454545454,54020.0,54168.0,54020.0,54020.0,44246.0,11133.0,21259.0,42950.0,79464.0,18791.0,37565.0,79423.0,15497.179599999998,2874.5908283116887,7924.899840000001,17055.2,High (40-80%)
H1296,H1296 - PARIS ARC TRIOMPHE,H1296 - SOFITEL PARIS ARC TRIOMPHE,Managed,France,SOUTH EUROPE,France,SOFITEL,LUX,13640.0,124,1246312.0,205.707021045469,64.0474128396,2792899.92,1899629.52,2041239.5999999996,2373102.69,45260.0,45384.0,45260.0,45260.0,32150.0,11473.0,17758.0,34608.0,47687.0,16699.0,26635.0,53733.0,14594.0,2962.3803622761166,7857.503308011167,14539.636363636364,High (40-80%)
H2049,H2049 - BIARRITZ MIRAMAR,H2049 - SOFITEL BIARRITZ MIRAMAR,Managed with minority,France,SOUTH EUROPE,France,SOFITEL,LUX,13860.0,126,3141146.93,1040.0733873316099,161.42212721658152,6166582.74,4215922.0,4626221.2,8838303.03,42624.0,46116.0,45990.0,45990.0,30587.0,16039.0,19804.0,28707.0,54149.0,30626.0,35956.0,51681.0,12203.799323488181,4141.342162516049,8762.810874639777,11590.605616251334,Low-medium (10-20%)
H2547,H2547 - ANNECY CRAN GEVRIER,H2547 - GREET ANNECY CRAN GEVRIER,Franchised with minority,France,SOUTH EUROPE,France,GREET,ECO,1127.0,49,165545.62,0.0,8.507314916271,196133.66557271828,186204.85286116443,191162.40000000002,165545.62,17885.0,17934.0,17885.0,17885.0,13845.0,8861.0,12491.0,9221.0,25260.0,16742.0,23041.0,16751.0,3032.059765575463,2287.9501778199833,3077.8043801758586,3326.106752489269,Low-medium (10-20%)
H2789,H2789 - PARIS BALTIMORE TOUR EIFFEL,H2789 - SOFITEL PARIS BALTIMORE TOUR EIFFEL,Managed,France,SOUTH EUROPE,France,SOFITEL,LUX,11330.0,103,923822.8400000001,8.697908009208,172.2810180970875,1853261.93,2750658.0799999996,1130642.24,1702192.7300000002,37595.0,37698.0,37595.0,37595.0,30234.0,9060.0,12351.0,27329.0,48037.0,13364.0,19321.0,45487.0,10242.6,2339.3328756403394,5465.031161011709,9034.74,High (40-80%)
H5091,H5091 - HOTEL PARIS NORD 18E,H5091 - GREET HOTEL PARIS NORD 18E,Franchised,France,SOUTH EUROPE,France,GREET,ECO,1932.0,84,460423.79,47.528329917547005,23.660971377394496,930987.8200000001,297341.58,484160.4,720767.26,77532.0,77958.0,77745.0,66900.0,55199.0,7732.0,17824.0,27089.0,114894.0,13597.0,36989.0,49178.0,12088.6,1996.437284155751,4391.864964554839,9771.272727272728,High (40-80%)
H8441,H8441 - HOTEL EVREUX CENTRE,H8441 - GREET HOTEL EVREUX CENTRE,Franchised,France,SOUTH EUROPE,France,GREET,ECO,1656.0,72,85605.26,81.120624249424,4.399215789033,284193.67868699995,269807.0316967893,548385.6000000001,529955.5,25915.0,25986.0,25915.0,26037.0,15770.0,8596.0,10978.0,13412.0,24996.0,13467.0,16902.0,19693.0,3453.635428178047,2219.525982230062,2704.9985177784465,4837.8422908996945,High (40-80%)
H9900,H9900 - MAMA SHELTER MARSEILLE,H9900 - MAMA SHELTER MAMA SHELTER MARSEILLE,Managed with minority,France,SOUTH EUROPE,France,MAMA SHELTER,MID,6250.0,125,146581.0909090909,0.0,7.532736300327273,,1368887.744626135,942844.7999999999,146581.0909090909,45990.0,46116.0,45837.0,45625.0,31274.0,14442.0,22844.0,30675.0,44260.0,22186.0,33740.0,44064.0,7705.968632264815,3728.989557394899,5628.801798153656,7514.100376310465,Medium-high (20-40%)
H9920,H9920 - MAMA SHELTER LYON,H9920 - MAMA SHELTER MAMA SHELTER LYON,Managed with minority,France,SOUTH EUROPE,France,MAMA SHELTER,MID,7500.0,150,180052.36363636368,0.0,9.252809943709094,,1694813.3981085483,1085014.8,180052.36363636368,56940.0,57096.0,56022.0,54750.0,39981.0,14992.0,24128.0,34765.0,52498.0,20563.0,32777.0,47706.0,9851.388753807621,3871.002038807944,5945.181657584109,8515.980426485194,Low (<10%)
H9921,H9921 - MAMA PARIS,H9921 - MAMA SHELTER MAMA PARIS,Managed with minority,France,SOUTH EUROPE,France,MAMA SHELTER,MID,8500.0,170,198519.2727272728,0.0,10.201816091781822,,1846912.0364003412,1268043.6,198519.2727272728,62050.0,62220.0,62050.0,62050.0,47059.0,17173.0,20972.0,38749.0,65855.0,27467.0,32080.0,57181.0,11595.420408830016,4434.146078738581,5167.53770403075,9491.894881227521,High (40-80%)
H9922,H9922 - MAMA SHELTER BORDEAUX,H9922 - MAMA SHELTER MAMA SHELTER BORDEAUX,Managed with minority,France,SOUTH EUROPE,France,MAMA SHELTER,MID,4850.0,97,111955.6363636364,0.0,5.753349772690911,,1053826.2795931357,942644.3999999999,111955.6363636364,35405.0,35502.0,35405.0,35405.0,30148.0,13337.0,19540.0,25804.0,42634.0,20108.0,29355.0,38329.0,7428.520250863965,3443.6735720105085,4814.690384167503,6320.9077786573835,Medium-high (20-40%)
HA598,HA598 - MONTE CARLO - FMC,HA598 - FAIRMONT MONTE CARLO - FMC,Managed,Monaco,SOUTH EUROPE,Monaco,FAIRMONT,LUX,71520.0,596,16205978.36668322,0.0,5122.943127797047,25432271.16667624,15339458.964741677,25348587.928031087,16205978.36668322,217540.0,218136.0,217540.0,217540.0,149730.0,65585.0,87868.0,114540.0,229145.0,91815.0,125870.0,178913.0,36893.73547704198,16934.342897226452,21650.829819653536,28057.540573841914,High (40-80%)
HA5D5,HA5D5 - LE ROYAL MONCEAU PARIS - RMO,HA5D5 - RAFFLES LE ROYAL MONCEAU PARIS - RMO,Managed,France,SOUTH EUROPE,France,RAFFLES,LUX,17880.0,149,95841.69,0.0,4.925261320339501,6239475.213624098,4464652.965474764,7806904.575395327,95841.69,54385.0,54534.0,54385.0,54385.0,23187.0,4004.0,12313.0,26102.0,34255.0,5637.0,18268.0,40214.0,5713.317601724252,1033.8508646869668,3033.9448669526337,6393.905396005078,High (40-80%)
HA7L5,HA7L5 - SO PARIS,HA7L5 - SO SO PARIS,Managed,France,SOUTH EUROPE,France,SO,LUX,16100.0,161,3636785.061178978,0.0,186.89274774071015,,,0.0,3636785.061178978,,,,19642.0,,,,6541.0,,,,10072.0,,,,1602.2732049371396,Medium-high (20-40%)
HB0D0,HB0D0 - PARIS GENTILLY,HB0D0 - Jo & JOE PARIS GENTILLY,Managed with minority,France,SOUTH EUROPE,France,Jo & JOE,ECO,21340.0,485,811891.47,0.0,78.02575654463848,1196732.305042428,979805.533842541,681632.87,1024441.47,,86310.0,104125.0,177025.0,,25222.0,36954.0,113025.0,,16745.0,36969.0,113025.0,,6512.434193090578,9105.530627253116,11828.923636363637,High (40-80%)
HB0R3,HB0R3 - HOSSEGOR,HB0R3 - Jo & JOE HOSSEGOR,Managed with minority,France,SOUTH EUROPE,France,Jo & JOE,ECO,5940.0,135,210828.99,0.0,10.8344069230545,633944.6805089619,519032.1206301028,181350.18209302326,210828.99,,14994.0,36099.0,41040.0,,11665.0,14871.0,17259.0,,11665.0,14871.0,17259.0,,3011.9556285148524,3664.2405682167314,1806.2852735235567,Low (<10%)
HB1C1,HB1C1 - LILLE,HB1C1 - MAMA SHELTER LILLE,Managed,France,SOUTH EUROPE,France,MAMA SHELTER,MID,5600.0,112,129268.36363636363,0.0,6.6430430365090904,,1195060.729435515,825490.5420560747,129268.36363636363,13420.0,40260.0,40456.0,40880.0,9104.0,14254.0,21152.0,30672.0,13522.0,21030.0,30072.0,44722.0,2243.2416201361793,3680.4471092028034,5211.890020773338,7513.365500968039,High (40-80%)
HB1C3,HB1C3 - PARIS VERSAILLES PARC DES EXPOSITIONS,HB1C3 - MAMA SHELTER PARIS VERSAILLES PARC DES EXPOSITIONS,Managed with minority,France,SOUTH EUROPE,France,MAMA SHELTER,MID,10350.0,207,238915.63636363632,0.0,12.277767040690907,,2248887.009028651,1281920.4,238915.63636363632,,75762.0,75555.0,75555.0,,11317.0,22713.0,52738.0,,16161.0,32914.0,76059.0,,2922.1004584571438,5596.52316763544,12918.618602962064,High (40-80%)
HB385,HB385 - PARIS TERMINUS NORD,HB385 - 25 Hours PARIS TERMINUS NORD,Managed,France,SOUTH EUROPE,France,25 Hours,PRE,18960.0,237,6960303.373271887,0.0,357.6868582159243,5252190.01074717,3952539.8897705046,882661.5449812374,6960303.373271887,,,21804.0,71811.0,,,11644.0,47838.0,,,16688.0,65193.0,,,,11718.322210332193,High (40-80%)
HB395,HB395 - TOULOUSE,HB395 - MAMA SHELTER TOULOUSE,Managed,France,SOUTH EUROPE,France,MAMA SHELTER,MID,6000.0,120,138501.81818181815,0.0,7.117546110545453,,1303702.6139296526,884454.1522029372,138501.81818181815,43800.0,43920.0,43800.0,43800.0,24354.0,15031.0,23634.0,32647.0,32223.0,20824.0,31865.0,43862.0,6000.868455272024,3881.072014762687,5823.4591883016765,7997.1584347321195,Medium-high (20-40%)
HB431,HB431 - PARIS BUZENVAL,HB431 - Jo & JOE PARIS BUZENVAL,Managed,France,SOUTH EUROPE,France,Jo & JOE,ECO,7040.0,160,327684.17,0.0,16.8395420384235,,,184818.0,327684.17,,,27290.0,53600.0,,,19974.0,76809.0,,,19974.0,76809.0,,,,8038.644508608313,High (40-80%)
HB5K2,HB5K2 - MAMA PARIS LITWIN,HB5K2 - MAMA SHELTER MAMA PARIS LITWIN,Managed with minority,France,SOUTH EUROPE,France,MAMA SHELTER,MID,10550.0,211,243532.36363636368,0.0,12.515018577709093,,,0.0,243532.36363636368,,,,65004.0,,,,32072.0,,,,46201.0,,,,7856.307327433716,Medium-high (20-40%)
HB5V7,HB5V7 - BEAUNE,HB5V7 - GREET BEAUNE,Franchised,France,SOUTH EUROPE,France,GREET,ECO,1196.0,52,173438.1606915254,0.0,8.912909030765178,336378.8100659798,275404.79870168725,370847.5900001365,173438.1606915254,13624.0,19032.0,18980.0,18980.0,9473.0,5827.0,7640.0,12990.0,17899.0,11484.0,14970.0,24842.0,2074.5902606931286,1504.5576894432957,1882.5094439631382,4685.622678108189,Low (<10%)
HB675,HB675 - MARSEILLE CENTRE SAINT CHARLES,HB675 - GREET MARSEILLE CENTRE SAINT CHARLES,Franchised,France,SOUTH EUROPE,France,GREET,ECO,1380.0,60,115976.97,53.6609855536,5.9600042986635,2229974.769230769,317774.76773271605,427901.0653847729,409912.97,7140.0,18360.0,21900.0,21900.0,4838.0,4487.0,16149.0,18247.0,8072.0,8806.0,26812.0,31913.0,1059.5236652837914,1158.5636438187862,3979.142017089099,6581.875058309478,Medium-high (20-40%)
HB6G0,HB6G0 - MARSEILLE AEROPORT,HB6G0 - GREET MARSEILLE AEROPORT,Franchised,France,SOUTH EUROPE,France,GREET,ECO,1081.0,47,156761.4144711864,0.0,8.055898547037758,,248923.56805729424,335189.1678847388,156761.4144711864,,12925.0,17155.0,17155.0,,3240.0,6608.0,11529.0,,4029.0,8663.0,15548.0,,836.5826177786645,1628.2228279723058,4158.625393064612,High (40-80%)
HB6G4,HB6G4 - HOTEL LYON CENTRE CONFLUENCE,HB6G4 - GREET HOTEL LYON CENTRE CONFLUENCE,Franchised,France,SOUTH EUROPE,France,GREET,ECO,1817.0,79,263492.5902813559,0.0,13.540765642893254,,418403.44418140943,563403.0694232844,263492.5902813559,,1422.0,28835.0,28835.0,,71.0,11505.0,22909.0,,134.0,18511.0,37727.0,,18.332520327865794,2834.852245130354,8263.504998674403,Low (<10%)
HB6S4,HB6S4 - ABRIAL PARIS 17 BATIGNOLLES,HB6S4 - TRIBE ABRIAL PARIS 17 BATIGNOLLES,Franchised,France,SOUTH EUROPE,France,TRIBE,MID,3555.0,79,745768.1568802086,0.0,38.32468998640333,2936133.4461538456,858270.887503688,993490.2024068739,745768.1568802086,2449.0,27887.0,28835.0,28835.0,1123.0,1635.0,7050.0,19053.0,1788.0,2444.0,10765.0,28624.0,276.7091761218068,422.16437656423346,1737.1324057513252,4667.193299750393,High (40-80%)
HB717,HB717 - SAINT OUEN MAIRIE,HB717 - TRIBE SAINT OUEN MAIRIE,Franchised,France,SOUTH EUROPE,France,TRIBE,MID,,112,,,,,,,,,,,,,,,,,,,,,,,,Medium-high (20-40%)
HB7B0,HB7B0 - HOTEL NANCY SUD,HB7B0 - GREET HOTEL NANCY SUD,Franchised,France,SOUTH EUROPE,France,GREET,ECO,1518.0,66,220133.05010847448,,11.312538385201956,,,,220133.05010847448,,,,1320.0,,,,170.0,,,,335.0,,,,61.32069709610409,Medium-high (20-40%)
HB7B1,HB7B1 - HOTEL BORDEAUX AEROPORT,HB7B1 - GREET HOTEL BORDEAUX AEROPORT,Franchised,France,SOUTH EUROPE,France,GREET,ECO,1978.0,86,286840.0349898305,,14.740580320111645,,,613324.8603848412,286840.0349898305,,,25112.0,31390.0,,,5867.0,12859.0,,,7480.0,15833.0,,,,4638.369670345897,Medium-high (20-40%)
HB7B2,HB7B2 - HOTEL RENNES PACE,HB7B2 - GREET HOTEL RENNES PACE,Franchised,France,SOUTH EUROPE,France,GREET,ECO,1679.0,73,243480.4948169491,,12.512353062420347,,,520612.96288480714,243480.4948169491,,,12921.0,26645.0,,,3385.0,11023.0,,,4384.0,13626.0,,,,3976.1061417079727,Low-medium (10-20%)
HB879,HB879 - PARIS LA DEFENSE,HB879 - TRIBE PARIS LA DEFENSE,Franchised,France,SOUTH EUROPE,France,TRIBE,MID,8280.0,184,1736978.998303271,25.059416393333333,89.26256908225585,,,,1874245.6649699376,,,,39376.0,,,,15654.0,,,,24202.0,,,,3834.5795367812234,Medium-high (20-40%)
HB897,HB897 - CARCASSONNE,HB897 - TRIBE CARCASSONNE,Franchised,France,SOUTH EUROPE,France,TRIBE,MID,3150.0,70,660807.227615375,,33.95858606390169,,,880307.7742845716,660807.227615375,,,6440.0,25550.0,,,4677.0,10718.0,,,7570.0,17310.0,,,,2625.4646400422353,Medium-high (20-40%)
HB8C5,HB8C5 - HOTEL ORTHEZ BEARN,HB8C5 - GREET HOTEL ORTHEZ BEARN,Franchised,France,SOUTH EUROPE,France,GREET,ECO,1380.0,60,200120.9546440677,,10.284125804729051,,,,200120.9546440677,,,,10380.0,,,,2580.0,,,,4130.0,,,,930.6317559291091,Medium-high (20-40%)
HB8C7,HB8C7 - HOTEL LA ROCHELLE CENTRE,HB8C7 - GREET HOTEL LA ROCHELLE CENTRE,Franchised,France,SOUTH EUROPE,France,GREET,ECO,1495.0,65,216797.7008644068,,11.141136288456478,,,,216797.7008644068,,,,9945.0,,,,2272.0,,,,4350.0,,,,819.5330811902852,Medium-high (20-40%)
HB8D8,HB8D8 - HOTEL CASTRES SAIX,HB8D8 - GREET HOTEL CASTRES SAIX,Franchised,France,SOUTH EUROPE,France,GREET,ECO,1150.0,50,166767.4622033898,,8.57010483727421,,,356584.22115397744,166767.4622033898,,,8950.0,18250.0,,,1998.0,6232.0,,,2664.0,8675.0,,,,2247.9446135465923,Medium-high (20-40%)
HB8Z4,HB8Z4 - LE TOUQUET,HB8Z4 - TRIBE LE TOUQUET,Franchised,France,SOUTH EUROPE,France,TRIBE,MID,,59,,,,,,,,,,,,,,,,,,,,,,,,Medium-high (20-40%)
HB917,HB917 - HOTEL BOULOGNE BILLANCOURT PARIS,HB917 - GREET HOTEL BOULOGNE BILLANCOURT PARIS,Franchised,France,SOUTH EUROPE,France,GREET,ECO,1081.0,47,156761.4144711864,,8.055898547037758,,,,156761.4144711864,,,3196.0,17155.0,,,497.0,9958.0,,,706.0,16572.0,,,,3591.9500099000265,High (40-80%)
HB918,HB918 - HOTEL ANGOULEME,HB918 - GREET HOTEL ANGOULEME,Franchised,France,SOUTH EUROPE,France,GREET,ECO,2829.0,123,310153.98999999993,,15.938673976804495,,,,310153.98999999993,,,11316.0,44895.0,,,4752.0,24283.0,,,6478.0,35467.0,,,,8759.120515204091,Medium-high (20-40%)
HB943,HB943 - HOTEL LILLE GARE FLANDRES,HB943 - GREET HOTEL LILLE GARE FLANDRES,Franchised,France,SOUTH EUROPE,France,GREET,ECO,,62,,,,,,,,,,,1612.0,,,,885.0,,,,1522.0,,,,319.2283348826595,Medium-high (20-40%)
HB997,HB997 - THE HOXTON PARIS,HB997 - HOXTON THE HOXTON PARIS,Managed,France,SOUTH EUROPE,France,HOXTON,PRE,12422.222222222223,172,3149272.794952015,,161.83971175982632,,,,3149272.794952015,,,15824.0,62780.0,,,11749.0,51635.0,,,19008.0,79904.0,,,,12648.429435396605,Medium-high (20-40%)
HB9F2,HB9F2 - HOTEL BORDEAUX FLOIRAC ARENA,HB9F2 - GREET HOTEL BORDEAUX FLOIRAC ARENA,Franchised,France,SOUTH EUROPE,France,GREET,ECO,1334.0,58,193450.25615593218,,9.941321611238084,,,,193450.25615593218,,,,14210.0,,,,10438.0,,,,15990.0,,,,3765.090801700791,Medium-high (20-40%)
HB9I0,HB9I0 - HOTEL VERSAILLES VOISINS LE BRETONNEUX,HB9I0 - GREET HOTEL VERSAILLES VOISINS LE BRETONNEUX,Franchised,France,SOUTH EUROPE,France,GREET,ECO,1219.0,53,176773.50993559312,,9.084311127510658,,,,176773.50993559312,,,,17176.0,,,,7033.0,,,,9546.0,,,,2536.873309864118,Medium-high (20-40%)
HB9J0,HB9J0 - HOTEL LA TESTE BASSIN D'ARCACHON,HB9J0 - GREET HOTEL LA TESTE BASSIN D'ARCACHON,Franchised,France,SOUTH EUROPE,France,GREET,ECO,1081.0,47,156761.4144711864,,8.055898547037758,,,,156761.4144711864,,,,8836.0,,,,3588.0,,,,6236.0,,,,1294.2274187107146,Medium-high (20-40%)
HB9N0,HB9N0 - HOTEL BOURG EN BRESSE MONTAGNAT,HB9N0 - GREET HOTEL BOURG EN BRESSE MONTAGNAT,Franchised,France,SOUTH EUROPE,France,GREET,ECO,,82,,,,,,,,,,,5002.0,,,,1628.0,,,,2555.0,,,,587.2358521909262,Medium-high (20-40%)
HB9N6,HB9N6 - HOTEL VILLENEUVE LA GARENNE,HB9N6 - GREET HOTEL VILLENEUVE LA GARENNE,Franchised,France,SOUTH EUROPE,France,GREET,ECO,1403.0,61,203456.30388813556,,10.455527901474538,,,,203456.30388813556,,,,14351.0,,,,9070.0,,,,14694.0,,,,3271.6395450686123,Medium-high (20-40%)
HB9Z7,HB9Z7 - HOTEL COLMAR,HB9Z7 - GREET HOTEL COLMAR,Franchised,France,SOUTH EUROPE,France,GREET,ECO,1426.0,62,206791.6531322034,,10.626929998220024,,,,206791.6531322034,,,,15190.0,,,,9743.0,,,,19318.0,,,,3514.3973635726006,Medium-high (20-40%)
V0023,V0023 - RMO2 41 AVENUE HOCHE SUITES,V0023 - RAFFLES RMO2 41 AVENUE HOCHE SUITES,Managed,France,SOUTH EUROPE,France,RAFFLES,LUX,,17,,,,2680043.0447781365,,,,,,11584.0,11776.0,,,,,,,,,,,,,Medium-high (20-40%)
H1314,H1314 - LUXEMBOURG EUROPE,H1314 - SOFITEL LUXEMBOURG EUROPE,Managed,Luxembourg, NORTH EUROPE,Luxembourg,SOFITEL,LUX,,109,,,,2270465.21,1450933.633046875,1808122.2555046875,,39785.0,39894.0,39785.0,39785.0,26143.0,7216.0,9277.0,19079.0,33348.0,9990.0,12362.0,24166.0,8317.75,3073.9636469165657,3916.275552851421,5952.624453430969,Medium-high (20-40%)
H2783,H2783 - AMSTERDAM THE GRAND,H2783 - SOFITEL AMSTERDAM THE GRAND,Managed with minority,The Netherlands, NORTH EUROPE,The Netherlands,SOFITEL,LUX,17049.75,179,4345059.53,175.28004427720163,1315.5047919783876,3536577.8200000003,3036558.52,4669122.954,5305181.946,64605.0,65150.0,65335.0,65156.0,47850.0,10352.0,10485.0,34591.0,82390.0,18080.0,19049.0,63424.0,25636.62,4409.876894800484,4312.202072563824,13438.475838712919,Medium-high (20-40%)
H5282,H5282 - BRUSSELS EUROPE,H5282 - SOFITEL BRUSSELS EUROPE,Managed,Belgium , NORTH EUROPE,Belgium ,SOFITEL,LUX,14192.25,149,1909514.9847826094,,315.01411917582567,3929428.74,1123077.0347337278,1380007.2550402367,1909514.9847826094,54385.0,54534.0,54385.0,54385.0,42443.0,12405.0,16386.0,34298.0,55187.0,15378.0,22041.0,45942.0,15074.519999999999,5284.44,6702.012,13324.646420056537,High (40-80%)
H5555,H5555 - LUXEMBOURG LE GRAND DUCAL,H5555 - SOFITEL LUXEMBOURG LE GRAND DUCAL,Managed,Luxembourg, NORTH EUROPE,Luxembourg,SOFITEL,LUX,12192.0,128,874916.03,1.6152806468899101,353.3583010494555,2741153.42,1703848.67,2123299.5294,2356928.2698,46720.0,46848.0,46720.0,46720.0,32844.0,10906.0,10486.0,24308.0,42652.0,15253.0,15209.0,32662.0,9192.180000000002,4645.876875453446,4426.6536,7584.066,Medium-high (20-40%)
HB4B9,HB4B9 - LUXEMBOURG EUROPE,HB4B9 - MAMA SHELTER LUXEMBOURG EUROPE,Managed,Luxembourg, NORTH EUROPE,Luxembourg,MAMA SHELTER,MID,,145,,,,,1575307.325164997,1013497.3682847895,,,23780.0,52925.0,52925.0,,3122.0,11612.0,29777.0,,5610.0,17863.0,41206.0,,943.8710870168736,3350.983221928231,8412.969787266036,Medium-high (20-40%)
HB7W1,HB7W1 - AMSTERDAM NOORD,HB7W1 - TRIBE AMSTERDAM NOORD,Franchised,The Netherlands, NORTH EUROPE,The Netherlands,TRIBE,MID,8774.400000000001,192,1812499.8243164562,,548.75018118527,,,,1812499.8243164562,,,,68160.0,,,,55252.0,,,,107004.0,,,,15610.484826746248,Medium-high (20-40%)
HB995,HB995 - THE HOXTON AMSTERDAM,HB995 - HOXTON THE HOXTON AMSTERDAM,Managed,The Netherlands, NORTH EUROPE,The Netherlands,HOXTON,PRE,8016.666666666667,111,2032379.5362771724,,615.3206879288564,,,,2032379.5362771724,,,10212.0,40515.0,,,5537.0,32570.0,,,9063.0,53123.0,,,,9202.083016128381,Medium-high (20-40%)
HB1H9,HB1H9 - LIBERTAS DUBROVNIK RIXOS,HB1H9 - RIXOS LIBERTAS DUBROVNIK RIXOS,Managed,Croatia , NORTH EUROPE,Croatia ,RIXOS,LUX,29527.5,310,16946321.74515235,,2841.3406226766333,10332854.603042845,7598699.357582601,11009838.230058564,16946321.74515235,94036.0,85250.0,113150.0,113150.0,73406.0,10674.0,31576.0,57699.0,132072.0,19944.0,58224.0,106881.0,21183.454563284853,3227.0595716906178,9112.181038202361,16301.841816014474,Low (<10%)
HB2D8,HB2D8 - BELGRADE MAMA SHELTER,HB2D8 - MAMA SHELTER BELGRADE MAMA SHELTER,Managed,Serbia, NORTH EUROPE,Serbia,MAMA SHELTER,MID,5712.5,125,144272.7272727273,,110.6510574409091,,1358023.5561767214,873704.6278317152,144272.7272727273,45625.0,45750.0,45625.0,45625.0,29818.0,9925.0,20651.0,31022.0,42940.0,14292.0,29738.0,44672.0,8604.858569708576,3000.6151629219958,5959.451818467094,8764.722730314235,Low (<10%)
HB831,HB831 - TRIBE RIGA OLD TOWN,HB831 - TRIBE TRIBE RIGA OLD TOWN,Managed,Latvia, NORTH EUROPE,Latvia,TRIBE,MID,3793.1000000000004,83,783528.5698868013,,86.9733166674317,,901727.641301343,1043793.5037945638,783528.5698868013,,7636.0,30295.0,30295.0,,163.0,7827.0,15440.0,,211.0,9204.0,23119.0,,49.279624338164766,2258.7104441984384,4362.301558766417,Low (<10%)
H3144,H3144 - LONDON SAINT JAMES,H3144 - SOFITEL LONDON SAINT JAMES,Managed with minority,United Kingdom, NORTH EUROPE,United Kingdom,SOFITEL,LUX,17430.75,183,2620299.0,286.6629888639,511.6170481686001,3528658.0,2583270.0,3633416.9285869636,4190538.0,66795.0,66978.0,66795.0,66795.0,41751.0,9797.0,12086.0,41141.0,66744.0,14760.0,19222.0,67819.0,16702.6002591289,4173.45092140266,4970.650858274333,15983.126665331682,High (40-80%)
